numerical_id,idiom,idiom_literal_translation,idiomatic_meaning,idiomatic_meaning_translation,familiarity,sd_familiarity,n_familiarity,knowledge,sd_knowledge,n_knowledge,knowledge_%,decomposability,n_decomposability,literality,sd_literality,n_literality,predictability_%,n_predictability,valence,sd_valence,n_valence,arousal,sd_arousal,n_arousal,length_in_letters,length_in_words
302,Entrado en años,Advanced in years,Persona de mediana edad o mayor,Middle-aged or older person,3.4166666666666665,2.083,24,6.052631578947368,1.87,19,94.73684210526315,0.7142857142857143,28,3.0526315789473686,2.248,19,0.0,20,3.3,1.081,20,2.5,1.897,16,13,3
303,Entrar a hurtadillas,Go in on the sly,Sin que nadie lo note,Without anyone noticing,4.533333333333333,1.907,30,6.619047619047619,0.921,21,100.0,0.8260869565217391,23,3.55,2.35,20,0.0,19,3.4814814814814814,1.252,27,3.7142857142857144,1.922,28,18,3
304,Entrar como elefante en cacharrería,Entering like an elephant in a pottery shop,"De forma ruda, sin sensibilidad","In a rude, insensitive way",2.7142857142857144,1.765,21,4.0476190476190474,2.729,20,57.14285714285714,0.2916666666666667,24,3.7777777777777777,2.34,18,35.0,20,2.1875,0.911,17,3.869565217391304,1.89,23,31,5
305,Entrar con buen pie,Enter on the right foot,Iniciar algo de forma prometedora,Starting something in a promising way,5.857142857142857,0.854,21,6.533333333333333,0.915,15,100.0,0.8260869565217391,23,5.142857142857143,1.769,21,78.26086956521739,23,6.107142857142857,0.956,28,5.130434782608695,1.359,23,16,4
306,Entrar con mal pie,Enter on the wrong foot,Iniciar algo de forma poco prometedora,Initiating something in an unpromising way,5.285714285714286,1.309,21,6.733333333333333,0.594,15,100.0,0.84,25,4.523809523809524,2.089,21,70.0,20,1.9285714285714286,1.215,28,3.391304347826087,1.672,23,15,4
307,Entrar en vía muerta,Enter on the dead track,Un conflicto sin solución,An unresolved conflict,1.7142857142857142,1.384,21,3.1,2.426,20,25.0,0.2727272727272727,22,2.3125,1.778,16,5.88235294117647,17,2.3636363636363638,1.567,11,2.75,1.545,12,17,4
308,Entrar por un oído y salir por otro,Enter through one ear and leave through another,No hacer caso,Ignoring,6.095238095238095,1.091,21,6.833333333333333,0.383,18,100.0,0.9166666666666666,24,3.85,2.033,20,100.0,20,2.730769230769231,1.041,26,2.619047619047619,1.687,21,28,8
309,Éramos pocos y parió la abuela,We were few and grandma gave birth,Es inoportuno el incremento de personas presentes,The increase in the number of people present is inopportune.,4.56,2.347,25,5.666666666666667,1.826,21,76.19047619047619,0.43478260869565216,23,4.3478260869565215,2.08,23,56.52173913043478,23,3.5789473684210527,1.677,19,4.428571428571429,1.63,21,25,6
310,Errar como un alma en pena,To err like a soul in pain,Deambular tristemente sin un objetivo.,Sadly wandering around without a goal.,3.0357142857142856,2.027,28,4.157894736842105,2.34,19,47.368421052631575,0.30434782608695654,23,2.388888888888889,1.975,18,65.0,20,1.7222222222222223,0.575,18,1.7727272727272727,0.752,22,21,6
311,Es de cajón,It is of drawer,Es evidente u obvio,It is evident or obvious,5.555555555555555,1.45,27,6.809523809523809,0.602,21,90.47619047619048,0.12,25,2.5,1.749,26,0.0,23,4.523809523809524,1.078,21,3.0,1.944,19,9,3
312,Es el quid de la cuestión,It is the crux of the matter,Esencia o punto más importante,Essence or most important point,5.428571428571429,1.886,21,5.666666666666667,1.853,20,80.95238095238095,0.6086956521739131,23,2.9047619047619047,2.143,21,82.6086956521739,23,4.714285714285714,0.956,22,3.6,1.871,25,20,6
313,Es peor el remedio que la enfermedad,The cure is worse than the disease,Hay ayudas peores que los problemas,There is help worse than trouble,5.791666666666667,1.532,24,5.421052631578948,2.168,19,78.94736842105263,0.8095238095238095,21,3.8636363636363638,2.315,22,60.0,20,2.259259259259259,1.13,27,2.55,1.276,20,30,7
314,Es un ángel caído,It is a fallen angel,Tuvo fama y la perdió,He had fame and lost it,3.8,2.285,20,5.4,2.037,20,20.0,0.16666666666666666,24,2.6956521739130435,1.69,23,33.33333333333333,18,4.428571428571429,1.989,14,3.227272727272727,1.688,22,14,4
315,Es un arma de doble filo,It's a double-edged sword,Una acción puede tener efectos contrarios a los esperados,An action can have effects contrary to those expected,4.761904761904762,1.972,21,5.866666666666666,1.598,15,46.666666666666664,0.6153846153846154,26,4.388888888888889,2.304,18,80.0,20,3.125,1.329,24,4.894736842105263,1.41,19,19,6
316,Es un asunto de faldas,It's a skirt issue,Aventura amorosa,Love affair,2.4285714285714284,1.989,28,2.6315789473684212,2.241,19,36.84210526315789,0.32,25,3.5,2.422,16,0.0,20,3.272727272727273,0.647,11,2.857142857142857,1.791,14,18,5
317,Es un callejón sin salida,It's a dead end,Un conflicto sin solución,A conflict without solution,5.935483870967742,1.548,31,6.476190476190476,0.512,21,95.23809523809523,0.7692307692307693,26,5.954545454545454,1.588,22,100.0,20,1.6666666666666667,0.966,21,3.0454545454545454,1.759,22,21,5
318,Es un círculo vicioso,It's a vicious circle,Situación repetitiva que no sabemos como modificar,A repetitive situation that we do not know how to change,5.96,1.241,25,6.476190476190476,1.123,21,100.0,0.7391304347826086,23,4.0,2.0,24,55.00000000000001,20,2.5454545454545454,1.143,22,4.363636363636363,1.364,22,18,4
319,Es un comodín,It's a wild card,Algo que sirve para todo,Something that serves for everything,3.52,1.735,25,4.619047619047619,2.179,21,76.19047619047619,0.88,25,4.636363636363637,1.866,22,0.0,19,4.611111111111111,1.378,18,3.25,1.41,20,11,3
320,Es un grano en el culo,It's a zit in the ass,Algo que molesta mucho,Something that bothers a lot,5.5,1.795,28,6.631578947368421,0.831,19,100.0,0.8181818181818182,22,4.105263157894737,2.378,19,90.0,20,1.368421052631579,0.496,19,3.230769230769231,2.084,26,17,6
321,Es un nido de ratas,It's a rat's nest,Sitio sucio ,Dirty place ,2.8095238095238093,1.834,21,3.7,2.105,20,30.0,0.8,30,3.6,2.371,20,5.88235294117647,17,1.5,0.73,16,4.294117647058823,2.054,17,15,5
322,Es un punto y aparte,It's a period,"Alguien peculiar, distinto a los otros","Someone peculiar, different from the others",4.481481481481482,1.762,27,5.285714285714286,1.875,21,61.904761904761905,0.3333333333333333,24,5.666666666666667,1.881,27,57.14285714285714,21,3.4285714285714284,1.207,21,2.6842105263157894,1.529,19,16,5
323,Es un rayo de sol,It's a ray of sunshine,Un poco de esperanza,A bit of hope,2.7857142857142856,1.813,28,4.315789473684211,2.11,19,10.526315789473683,0.4230769230769231,26,4.611111111111111,2.146,18,41.17647058823529,17,6.176470588235294,0.728,17,4.333333333333333,2.014,24,13,5
324,Es un zorro,It's a fox,Persona muy astuta,Very clever person,4.0,1.762,30,5.809523809523809,1.75,21,85.71428571428571,0.38461538461538464,26,4.842105263157895,2.5,19,0.0,19,3.4482758620689653,1.993,29,3.586206896551724,1.937,29,9,3
325,Es una muerte anunciada,It's a death foretold,Sucede algo negativo que se esperaba,Something negative happens that was expected,3.033333333333333,2.173,30,5.476190476190476,2.136,21,80.95238095238095,0.8181818181818182,22,4.380952380952381,2.291,21,0.0,17,1.7037037037037037,0.823,27,2.88,1.833,25,20,4
326,Es una sombra de lo que fue,It is a shadow of its former self,Haber degenerado o decaído mucho,To have degenerated or declined a lot,2.7142857142857144,1.707,21,4.761904761904762,2.364,20,71.42857142857143,0.8260869565217391,23,1.85,1.089,20,13.043478260869565,23,2.1176470588235294,0.993,18,2.8333333333333335,1.606,24,21,7
327,Es una víbora,It is a viper,Mala persona,Bad person,4.25,1.97,20,5.9,1.917,20,95.0,0.38095238095238093,21,4.913043478260869,1.782,23,0.0,19,1.1111111111111112,0.323,18,5.08,2.1,25,11,3
328,Esconder la cabeza bajo el ala,To hide the head under the wing,Mostrar cobardía,Showing cowardice,2.1904761904761907,1.47,21,4.05,2.212,20,30.0,0.72,25,3.0869565217391304,2.109,23,19.047619047619047,21,2.0,1.029,18,2.65,1.137,20,25,6
329,Escuchar al corazón,Listen to the heart,Guiarse por los sentimientos,Guided by feelings,6.166666666666667,1.049,24,6.7368421052631575,0.653,19,89.47368421052632,0.76,25,5.590909090909091,1.817,22,13.043478260869565,23,5.607142857142857,1.197,28,4.4,1.569,20,17,3
330,Escuchar llover,Listen to the rain,Mostrar poco interés,Showing little interest,3.0714285714285716,2.054,28,3.473684210526316,2.22,19,36.84210526315789,0.08695652173913043,23,5.9411764705882355,1.784,17,11.11111111111111,18,3.933333333333333,1.751,15,2.4285714285714284,1.165,21,14,2
331,Escupir al cielo,Spit at the sky,Decir algo que se vuelve en contra,Saying something that backfires,2.0,1.376,20,3.3,2.386,20,40.0,0.2916666666666667,24,4.869565217391305,2.074,23,22.22222222222222,18,2.0,0.679,14,3.5714285714285716,1.502,21,14,3
332,Escurrir el bulto,Hide the package,Eludir un trabajo o compromiso,Avoiding a job or commitment,4.483870967741935,2.158,31,5.0476190476190474,2.334,21,80.95238095238095,0.08695652173913043,23,3.5,1.739,22,52.17391304347826,23,2.6470588235294117,1.115,17,2.8095238095238093,1.25,21,15,3
333,Esperar sentado a que pase algo,Sitting and waiting for something to happen,Esperar algo que nunca sucederá,Expecting something that will never happen,4.7,2.003,20,6.5,0.827,20,90.0,0.8260869565217391,23,6.608695652173913,0.722,23,10.0,20,2.611111111111111,0.916,18,1.68,0.988,25,26,6
334,Está lo mejor de cada casa,There's the best of every house,Se agrupan los más destacados en algo,Grouping the most prominent in something,4.444444444444445,1.739,27,4.095238095238095,2.427,21,57.14285714285714,0.6956521739130435,23,4.958333333333333,2.095,24,36.84210526315789,19,5.45,1.761,20,3.6,1.875,20,21,6
335,Está que trina,He/she is trilling,Estar muy enfadado,Being very angry,4.857142857142857,2.032,21,5.476190476190476,2.294,20,76.19047619047619,0.3333333333333333,24,1.9047619047619047,1.338,21,31.57894736842105,19,1.8571428571428572,1.108,22,4.56,1.417,25,12,3
336,Está todo el pescado vendido,All the fish is sold,Todo está ya claro,Everything is already clear,3.9523809523809526,2.179,21,4.75,2.511,20,70.0,0.22727272727272727,22,4.6521739130434785,2.269,23,50.0,18,3.6842105263157894,1.108,19,3.736842105263158,1.851,19,24,5
337,Estar a dos velas,To be at two candles,Situación económica apurada,Financial situation in a hurry,5.96,1.338,25,6.380952380952381,1.359,21,80.95238095238095,0.17391304347826086,23,2.0,1.234,22,57.89473684210527,19,1.9545454545454546,1.046,22,2.272727272727273,1.386,22,14,4
338,Estar a la que salta,To be about to jump,Muy atento a la oportunidad (o para criticar),Very attentive to the opportunity (or to criticize),3.892857142857143,2.283,28,4.631578947368421,2.362,19,84.21052631578947,0.125,24,3.4444444444444446,2.307,18,52.17391304347826,23,2.625,1.455,16,4.625,1.929,24,16,5
339,Estar a la sombra,To be in the shade,Ser inferior a alguien,Being inferior to someone,3.9166666666666665,1.863,24,5.2631578947368425,1.593,19,31.57894736842105,0.5909090909090909,22,6.095238095238095,1.609,21,0.0,23,2.36,1.381,25,1.894736842105263,0.875,19,14,4
340,Estar a las duras y a las maduras,To be in the hard and the mature,Estar con alguien tanto si las cosas van bien como si van mal,Being with someone whether things are going good or bad,4.7272727272727275,2.142,22,6.0,1.976,22,90.9090909090909,0.6086956521739131,23,3.388888888888889,1.754,18,76.19047619047619,21,6.304347826086956,0.926,23,5.384615384615385,1.577,26,26,8
341,Estar a por uvas,To be in for grapes,"Despistado, ausente","Absent-minded, absent",2.1363636363636362,1.935,22,2.8181818181818183,2.666,22,27.27272727272727,0.03333333333333333,30,3.0833333333333335,2.021,12,25.0,20,2.857142857142857,0.378,7,3.111111111111111,1.054,9,13,4
342,Estar a punto de caramelo,To be on the verge of caramel,Estar casi listo,To be almost ready,4.36,1.934,25,5.761904761904762,1.7,21,66.66666666666666,0.21739130434782608,23,2.3333333333333335,1.653,21,13.043478260869565,23,5.9523809523809526,0.865,21,5.523809523809524,1.078,21,21,5
343,Estar al loro,To be on the parrot,Estar atento,To be attentive,5.380952380952381,1.431,21,6.866666666666666,0.352,15,100.0,0.17857142857142858,28,2.3,1.895,20,0.0,17,5.071428571428571,1.016,28,4.9523809523809526,1.431,21,11,3
344,Estar al pie del cañón,To be at the foot of the canyon,Dispuesto a hacer lo que sea necesario,Willing to do whatever it takes,4.96,1.947,25,6.095238095238095,1.609,21,66.66666666666666,0.23333333333333334,30,3.8636363636363638,2.077,22,85.0,20,4.681818181818182,1.985,22,5.545454545454546,1.143,22,18,5
345,Estar chupado,To be sucked,Ser muy fácil,Being very easy,5.741935483870968,1.825,31,6.476190476190476,0.928,21,100.0,0.21739130434782608,23,4.454545454545454,2.22,22,0.0,17,5.15,2.455,20,3.9047619047619047,2.343,21,12,2
346,Estar ciego,To be blind,No ser capaz de ver algo evidente,Not being able to see something obvious,6.125,1.541,24,6.368421052631579,0.955,19,94.73684210526315,0.9130434782608695,23,6.590909090909091,1.141,22,0.30959752321981426,17,2.0714285714285716,1.016,28,2.5,1.821,20,10,2
347,Estar colado por alguien,To be smitten with someone,Estar enamorado de alguien,Being in love with someone,6.0476190476190474,1.396,21,6.904761904761905,0.301,20,95.0,0.4,25,2.227272727272727,1.744,22,57.89473684210527,19,5.333333333333333,0.966,22,4.72,1.792,25,21,4
348,Estar como el palo de un gallinero,To be like the stick of a henhouse,Estar sucio,Being dirty,2.0476190476190474,1.802,21,2.888888888888889,2.139,18,16.666666666666664,0.3181818181818182,22,2.2857142857142856,1.204,14,4.3478260869565215,23,2.4761904761904763,1.289,21,3.8823529411764706,1.764,17,28,7
349,Estar como sardinas en lata,To be like sardines in a can,Estar muy apretados,Being too tight,4.25,1.97,20,6.85,0.489,20,100.0,0.8571428571428571,28,4.043478260869565,1.846,23,95.0,20,1.8235294117647058,0.809,17,3.64,1.753,25,23,5
350,Estar como un fideo,To be like a noodle,Estar muy flaco,Being too skinny,5.181818181818182,2.062,22,6.818181818181818,0.501,22,100.0,0.9545454545454546,22,3.5555555555555554,2.036,18,2.7027027027027026,19,3.12,1.013,25,2.4074074074074074,1.6,27,16,4
351,Estar como un flan,To be like a flan,Estar muy nervioso,Being very nervous,4.809523809523809,1.75,21,6.8,0.561,15,60.0,0.48,25,2.7,1.976,20,1.3513513513513513,19,4.038461538461538,1.822,26,4.454545454545454,1.845,22,15,4
352,Estar como un roble,To be like an oak tree,Muy fuerte físicamente,To be physically very strong,4.05,1.877,20,6.9,0.308,20,100.0,0.8260869565217391,23,3.347826086956522,2.036,23,0.0,19,6.111111111111111,0.758,18,3.96,1.767,25,16,4
353,Estar como un tren,To be like a train,Ser muy atractivo/a,Being very attractive,5.380952380952381,1.499,21,6.476190476190476,1.436,20,90.47619047619048,0.16,25,1.9545454545454546,1.731,22,14.864864864864865,19,6.666666666666667,0.483,22,6.08,1.352,25,15,4
354,Estar como una cabra,To be like a goat,Comportarse sin cordura,Behaving without sanity,6.48,1.229,25,6.428571428571429,1.363,21,95.23809523809523,0.5217391304347826,23,2.2083333333333335,1.318,24,66.66666666666666,19,4.7727272727272725,1.307,22,4.545454545454546,1.335,22,17,4
355,Estar como una foca,To be like a seal,Estar muy gordo,Being very fat,6.032258064516129,1.56,31,6.809523809523809,0.402,21,100.0,0.9583333333333334,24,4.545454545454546,1.969,22,0.0,19,1.7142857142857142,0.956,21,3.3181818181818183,1.961,22,16,4
356,Estar como una regadera,To be like a watering can,Comportarse sin cordura,Behaving without sanity,5.954545454545454,1.133,22,6.363636363636363,1.465,22,95.45454545454545,0.25,24,1.9444444444444444,1.514,18,19.696969696969695,19,3.12,1.59,25,4.962962962962963,1.72,27,20,4
357,Estar como una rosa,To be like a rose,Con buena salud y aspecto,In good health and appearance,5.375,1.715,24,6.526315789473684,0.841,19,100.0,0.7727272727272727,22,3.1363636363636362,2.21,22,0.7575757575757576,19,6.62962962962963,0.688,27,5.2631578947368425,1.522,19,16,4
358,Estar como una sopa,To be like a soup,Estar muy mojado (ej. Por la lluvia),Being very wet (e.g. from rain),3.64,2.158,25,3.9523809523809526,2.312,21,19.047619047619047,0.34782608695652173,23,1.85,0.988,20,0.0,19,2.2222222222222223,1.114,18,2.4,1.465,20,16,4
359,Estar como una tapia,To be like a wall,Estar sordo,Being deaf,4.818181818181818,2.108,22,6.136363636363637,1.833,22,59.09090909090909,0.4782608695652174,23,2.176470588235294,1.845,17,0.0,19,2.7916666666666665,1.215,24,3.8846153846153846,1.946,26,17,4
360,Estar como una vaca,To be like a cow,Estar gordo,To be fat,5.4,1.905,30,6.333333333333333,1.798,21,90.47619047619048,0.9642857142857143,28,3.619047619047619,2.376,21,0.0,19,1.7777777777777777,1.311,27,3.357142857142857,2.215,28,16,4
361,Estar como unas castañuelas,To be like a castanet,Muy alegre,Very cheerful,3.8518518518518516,1.725,27,5.428571428571429,1.69,21,38.095238095238095,0.36666666666666664,30,2.28,1.242,25,17.073170731707318,21,4.944444444444445,1.798,18,4.764705882352941,1.751,17,24,4
362,Estar como unas Pascuas,To be like Easter,Estar alegre,To be cheerful,2.966666666666667,2.125,30,3.4285714285714284,2.399,21,52.38095238095239,0.3,30,2.125,1.996,16,0.0,21,4.75,2.173,20,4.238095238095238,1.841,21,20,4
363,Estar con el agua al cuello,To be with the water up to the neck,Estar en apuros,To be in trouble,5.380952380952381,1.658,21,6.3,0.979,20,100.0,0.8636363636363636,22,4.043478260869565,2.011,23,75.0,20,1.3333333333333333,0.577,21,4.954545454545454,2.011,22,22,6
364,Estar con un pie a cada lado de la calle,To be with one foot on either side of the street,Involucrado en dos cosas opuestas,Involved in two opposite things,2.2580645161290325,1.57,31,2.380952380952381,1.596,21,42.857142857142854,0.2,30,4.052631578947368,1.649,19,0.0,19,2.764705882352941,1.3,17,2.1875,1.759,16,31,10
365,Estar con un pie dentro y otro fuera,To be with one foot in and one foot out,A punto de ser despedido,About to be fired,4.476190476190476,1.436,21,6.066666666666666,0.961,15,33.33333333333333,0.6666666666666666,30,5.9,1.252,20,94.73684210526315,19,2.5555555555555554,1.013,27,3.4285714285714284,1.121,21,29,8
366,Estar cortado,To be cut off,"Turbado, falto de palabras","Troubled, at a loss for words",5.4,1.729,20,5.9,1.553,20,95.0,0.46153846153846156,26,4.478260869565218,2.129,23,0.0,17,2.7222222222222223,0.826,18,2.48,1.159,25,12,2
367,Estar cortado por el mismo patrón,To be cut from the same cloth,Parecerse mucho a alguien,To resemble someone very much,3.761904761904762,1.814,21,4.666666666666667,2.257,15,73.33333333333333,0.5217391304347826,23,3.5789473684210527,1.924,19,38.88888888888889,18,3.590909090909091,0.908,22,2.5714285714285716,1.535,21,28,6
368,Estar cuadrado,To be squared,Muy fuerte físicamente,Very physically strong,5.4,1.708,25,6.095238095238095,1.786,21,85.71428571428571,0.7307692307692307,26,2.8260869565217392,1.946,23,0.0,17,5.2272727272727275,1.378,22,3.619047619047619,1.396,21,13,2
369,Estar curado de espantos,To be cured of fright,Algo impactante no te afecta,Something shocking does not affect you,4.678571428571429,2.109,28,5.684210526315789,2.162,19,84.21052631578947,0.7307692307692307,26,3.5789473684210527,2.219,19,88.88888888888889,18,4.947368421052632,1.079,19,4.0,1.56,24,21,4
370,Estar de brazos cruzados,To be with arms folded,Permanecer inactivo,Being inactive,5.9523809523809526,1.284,21,6.6,0.754,20,90.0,0.8260869565217391,23,6.043478260869565,1.065,23,86.95652173913044,23,2.0952380952380953,1.091,21,2.0952380952380953,1.338,21,21,4
371,Estar de un humor de perros,To be in a dog mood,"Estar de mal humor, enfadado","Being in a bad mood, angry",5.416666666666667,1.932,24,6.894736842105263,0.315,19,100.0,0.2608695652173913,23,1.8181818181818181,1.181,22,77.77777777777779,18,1.5384615384615385,0.647,26,3.0,1.947,20,22,6
372,Estar de vuelta de todo,To be back from everything,No le sorprende nada,You are not surprised by anything,2.409090909090909,1.919,22,2.1818181818181817,2.108,22,9.090909090909092,0.09090909090909091,22,2.466666666666667,1.685,15,36.84210526315789,19,3.3846153846153846,1.044,13,4.076923076923077,1.891,13,19,5
373,Estar dividido,To be splited,Tener dudas,Having doubts,4.24,1.921,25,5.714285714285714,2.053,21,85.71428571428571,0.6818181818181818,22,3.652173913043478,1.921,23,0.0,17,2.55,1.146,20,3.0,1.453,19,13,2
374,Estar el precio por las nubes,The price is over the clouds,Precio muy alto,Being very high priced,5.909090909090909,1.411,22,6.681818181818182,1.287,22,90.9090909090909,0.9130434782608695,23,3.611111111111111,2.453,18,85.0,20,1.6666666666666667,0.963,24,3.6538461538461537,2.262,26,24,6
375,Estar empanado,To be breaded,Actuar de forma poco fluida (con lentitud),Acting in an incoherent manner (slow),6.75,0.532,24,6.473684210526316,0.772,19,94.73684210526315,0.39285714285714285,28,2.5,2.304,22,0.30959752321981426,17,2.357142857142857,0.911,28,2.15,1.531,20,13,2
376,Estar en ascuas,To be on tenterhooks,"A la expectativa, inquieto","Expectant, restless",5.222222222222222,1.251,27,4.857142857142857,2.33,21,57.14285714285714,0.36666666666666664,30,3.3333333333333335,2.075,27,1.694915254237288,20,2.9545454545454546,1.214,22,4.722222222222222,1.674,18,13,3
377,Estar en Babia,To be in a slumber,Sin enterarse de las cosas,Not knowing about things,5.419354838709677,1.803,31,6.333333333333333,1.278,21,95.23809523809523,0.19047619047619047,21,2.590909090909091,1.968,22,22.033898305084744,20,2.619047619047619,1.322,21,1.7272727272727273,0.883,22,12,3
378,Estar en bancarrota,To be bankrupt,No tener dinero,Not having money,4.15,2.007,20,6.7,0.733,20,0.0,1.0,28,5.217391304347826,1.953,23,0.0,20,1.1666666666666667,0.383,18,3.84,1.951,25,17,3
379,Estar en boca de todo el mundo,To be on everyone's mouth,Ser muy popular,Being very popular,5.045454545454546,1.618,22,6.636363636363637,0.79,22,100.0,0.9583333333333334,24,3.4444444444444446,2.121,18,88.88888888888889,18,3.36,1.287,25,4.2592592592592595,1.973,27,24,7
380,Estar en carne viva,To be in the alive flesh,Estar muy sensible,Being very sensitive,5.32258064516129,1.701,31,4.666666666666667,1.983,21,38.095238095238095,0.391304347826087,23,4.136363636363637,2.077,22,78.94736842105263,19,2.3125,1.621,16,4.714285714285714,1.927,21,16,4
381,Estar en contacto,To be in contact,Mantener la comunicación,Maintaining communication,6.774193548387097,0.425,31,6.428571428571429,0.87,21,100.0,1.0,21,5.409090909090909,1.501,22,0.847457627118644,20,5.3,1.261,20,3.5,1.535,22,15,3
382,Estar en cueros,To be naked,Desnudo,Naked,3.8333333333333335,2.086,30,5.714285714285714,1.927,21,61.904761904761905,0.36363636363636365,22,3.3684210526315788,1.95,19,0.0,20,3.2142857142857144,1.371,28,4.0,1.797,27,13,3
383,Estar en el  punto de mira,To be in the point of view,En el centro de atención,In the spotlight,4.857142857142857,1.797,21,6.1,1.553,20,90.0,0.9615384615384616,26,5.478260869565218,1.563,23,65.0,20,2.4761904761904763,1.123,21,4.454545454545454,1.503,22,20,7
384,Estar en el ajo,To be in the garlic,Involucrado en algo,Involved in something,4.666666666666667,1.826,21,6.466666666666667,1.302,15,93.33333333333333,0.08695652173913043,23,2.0952380952380953,1.7,21,2.631578947368421,19,3.3333333333333335,1.271,27,4.75,1.618,20,12,4
385,Estar en el candelero,To be in the limelight,En el centro de la atención pública,At the center of public attention,3.037037037037037,1.891,27,1.9523809523809523,1.857,21,33.33333333333333,0.25,24,2.9047619047619047,1.947,21,5.263157894736842,19,2.8,1.751,10,3.5714285714285716,1.902,7,18,4
386,Estar en el ojo del huracán,To be in the eye of the hurricane,En el centro de atención,In the spotlight,3.5714285714285716,1.748,21,5.722222222222222,1.364,18,72.22222222222221,0.6923076923076923,26,4.95,2.139,20,35.0,20,2.576923076923077,1.172,26,5.05,1.605,20,22,6
387,Estar en el séptimo cielo,To be in seventh heaven,Estar muy feliz y satisfecho,Being very happy and satisfied,4.285714285714286,2.148,21,5.714285714285714,1.927,20,76.19047619047619,0.72,25,1.9090909090909092,1.571,22,60.0,20,6.2105263157894735,1.357,20,5.0,1.848,25,21,5
388,Estar en la calle,To be in the street,No tener ningún tipo de recursos,Not having any resources,5.5,1.762,20,5.65,1.755,20,80.0,0.75,24,6.636363636363637,0.848,22,15.0,20,1.8666666666666667,1.552,15,3.2916666666666665,2.053,24,14,4
389,Estar en la edad del pavo,To be in the turkey's age,Edad en que comienza la adolescencia,Age at which adolescence begins,6.625,0.924,24,6.315789473684211,1.376,19,84.21052631578947,0.21739130434782608,23,2.227272727272727,1.66,22,91.30434782608695,23,2.8214285714285716,0.905,28,4.2,1.908,20,20,6
390,Estar en la flor de la vida,To be in the prime of life,Ser joven,Being young,6.193548387096774,1.25,31,6.571428571428571,0.811,21,100.0,0.6956521739130435,23,2.909090909090909,1.571,22,80.0,20,6.476190476190476,0.873,21,5.2272727272727275,1.771,22,21,7
391,Estar en la luna,To be on the moon,Estar despistado,Being absent-minded,5.523809523809524,1.834,21,6.666666666666667,0.913,20,95.23809523809523,0.5652173913043478,23,4.409090909090909,2.364,22,10.0,20,4.0476190476190474,1.802,22,2.64,1.221,25,13,4
392,Estar en la luna de Valencia,To be on the moon of Valencia,Estar despistado,Being absent-minded,4.28,2.283,25,3.5714285714285716,2.785,21,42.857142857142854,0.25,28,1.8636363636363635,1.283,22,72.22222222222221,18,3.227272727272727,1.152,22,2.4761904761904763,1.25,21,23,6
393,Estar en la misma onda,Being on the same wavelength,Coincidir en ideas o aficiones,Have the same ideas or hobbies,4.380952380952381,2.109,21,5.722222222222222,1.179,18,94.44444444444444,0.6956521739130435,23,3.35,1.755,20,25.0,20,5.769230769230769,0.815,26,4.238095238095238,1.841,21,18,5
394,Estar en la parra,To be on the vine,Despistado,Absent-minded,5.285714285714286,1.848,21,6.523809523809524,0.873,20,85.71428571428571,0.13043478260869565,23,4.666666666666667,2.221,21,27.500000000000004,20,2.5714285714285716,1.028,22,2.625,1.345,24,14,4
395,Estar en la picota,To be in the pillory,En descrédito,In disrepute,2.033333333333333,1.732,30,1.8095238095238095,1.601,21,4.761904761904762,0.10714285714285714,28,2.3333333333333335,1.497,12,0.0,20,2.0,1.069,8,3.6363636363636362,1.629,11,15,4
396,Estar en las manos de alguien,To be in the hands of someone,Bajo su control y responsabilidad,Under your control and responsibility,5.363636363636363,1.649,22,6.454545454545454,0.858,22,100.0,1.0,22,3.7222222222222223,1.602,18,23.809523809523807,21,2.8333333333333335,1.129,24,3.4074074074074074,1.824,27,24,6
397,Estar en las nubes,To be in the clouds,Estar despistado,To be absent-minded,6.15,1.387,20,6.6,0.681,20,95.0,0.391304347826087,23,4.043478260869565,1.965,23,73.80952380952381,21,3.0555555555555554,1.259,18,3.0,1.607,25,15,4
398,Estar en las últimas,Be in the last,"Tener muy poco de algo, especialmente dinero","Having too little of something, especially money",5.774193548387097,1.499,31,6.238095238095238,1.446,21,95.23809523809523,0.8461538461538461,26,3.5,2.365,22,7.142857142857142,21,1.35,0.489,20,2.6818181818181817,2.033,22,17,4
399,Estar en números rojos,To be in the red numbers,Tener muy poco dinero,Having too little money,5.571428571428571,1.794,28,6.7368421052631575,0.562,19,100.0,0.8,30,4.2631578947368425,2.306,19,78.94736842105263,19,1.0526315789473684,0.229,19,3.6666666666666665,2.565,24,19,4
400,Estar en pelotas,To be in balls,Estar desnudo,Being naked,4.857142857142857,1.957,21,6.611111111111111,0.979,18,100.0,0.47619047619047616,21,4.7,2.296,20,0.0,20,2.923076923076923,1.324,26,3.9523809523809526,1.884,21,14,3
401,Estar en pie de guerra,To be on the warpath,Preparado para defenderse o atacar,Ready to defend or attack,4.333333333333333,2.006,30,4.619047619047619,2.224,21,33.33333333333333,0.6521739130434783,23,2.5555555555555554,1.822,18,38.095238095238095,21,3.2857142857142856,1.96,28,5.285714285714286,1.536,28,18,5
402,Estar en todas partes,To be everywhere,Ser muy activo,Being very active,6.0,1.414,21,6.095238095238095,1.7,20,47.61904761904761,0.8333333333333334,24,4.181818181818182,2.462,22,65.21739130434783,23,4.238095238095238,1.338,22,3.36,1.823,25,18,4
